0,1.56,106,43.55687048,Obese
0,1.51,67,29.38467611,Normal
0,1.88,80,22.63467632,Normal
1,1.87,136,38.89158969,Obese
1,1.74,138,45.58065795,Obese
1,1.67,151,54.14321058,Obese
0,1.96,131,34.10037484,Obese
1,1.97,149,38.39315623,Obese
0,1.85,119,34.76990504,Obese
0,1.7,102,35.29411765,Obese
0,1.81,94,28.69265285,Normal
0,1.66,126,45.72506895,Obese
1,1.88,100,28.29334541,Normal
0,1.62,74,28.1969212,Normal
1,1.77,117,37.34559035,Obese
1,1.62,97,36.96082914,Obese
1,1.8,73,22.5308642,Normal
0,1.92,108,29.296875,Normal
1,1.65,80,29.38475666,Normal
0,1.67,135,48.40618165,Obese
0,1.82,84,25.35925613,Normal
0,1.61,134,51.69553644,Obese
1,1.58,95,38.05479891,Obese
1,1.41,85,42.75438861,Obese
1,1.54,100,42.16562658,Obese
1,1.65,105,38.56749311,Obese
0,1.42,137,67.94286848,Obese
1,1.41,94,47.28132388,Obese
1,1.45,108,51.36741974,Obese
1,1.57,74,30.02150189,Obese
0,1.77,117,37.34559035,Obese
0,1.66,144,52.25722166,Obese
1,1.93,151,40.53800102,Obese
1,1.84,57,16.83601134,Normal
1,1.79,93,29.02531132,Normal
0,1.56,89,36.57133465,Obese
1,1.82,104,31.39717425,Obese
1,1.45,160,76.09988109,Obese
0,1.5,87,38.66666667,Obese
1,1.45,99,47.08680143,Obese
0,1.96,122,31.757601,Obese
1,1.91,96,26.31506812,Normal
0,1.48,67,30.58802045,Obese
0,1.5,84,37.33333333,Obese
1,1.48,155,70.7633309,Obese
0,1.53,146,62.36917425,Obese
0,1.96,159,41.38900458,Obese
0,1.85,52,15.19357195,Underweight
0,1.71,131,44.80010944,Obese
0,1.43,118,57.70453323,Obese
0,1.42,86,42.6502678,Obese
0,1.41,126,63.37709371,Obese
1,1.59,109,43.11538309,Obese
0,1.73,82,27.39817568,Normal
1,1.83,138,41.20756069,Obese
0,1.52,90,38.95429363,Obese
1,1.78,140,44.18634011,Obese
1,1.88,54,15.27840652,Underweight
0,1.55,144,59.93756504,Obese
1,1.66,70,25.40281608,Normal
1,1.88,123,34.80081485,Obese
0,1.71,120,41.03826819,Obese
1,1.79,130,40.57301582,Obese
0,1.86,137,39.59995375,Obese
0,1.53,78,33.32051775,Normal
0,1.84,86,25.40170132,Normal
0,1.77,81,25.85463947,Normal
1,1.45,78,37.09869203,Obese
1,1.7,81,28.02768166,Normal
1,1.81,141,43.03897927,Obese
1,1.65,155,56.93296602,Obese
0,1.74,65,21.46915048,Normal
0,1.46,110,51.6044286,Obese
1,1.78,85,26.82742078,Normal
1,1.66,61,22.13673973,Normal
1,1.91,62,16.99514816,Normal
0,1.77,155,49.47492738,Obese
0,1.83,50,14.93027561,Underweight
1,1.51,114,49.99780711,Obese
1,1.82,98,29.58579882,Normal
0,1.42,159,78.8534021,Obese
0,1.88,90,25.46401086,Normal
1,1.61,89,34.3350951,Obese
1,1.53,70,29.90302875,Normal
1,1.4,143,72.95918367,Obese
1,1.69,141,49.36801933,Obese
0,1.62,159,60.58527663,Obese
1,1.83,147,43.8950103,Obese
0,1.62,58,22.10028959,Normal
0,1.72,109,36.84424013,Obese
0,1.5,119,52.88888889,Obese
0,1.69,145,50.76853051,Obese
0,1.84,132,38.98865784,Obese
1,1.59,104,41.13761323,Obese
1,1.63,131,49.30558169,Obese
1,1.56,137,56.29520053,Obese
0,1.57,52,21.09619051,Normal
1,1.47,84,38.87269193,Obese
1,1.41,86,43.25738142,Obese
1,1.73,139,46.44324902,Obese
1,1.54,145,61.14015854,Obese
1,1.68,148,52.43764172,Obese
1,1.68,50,17.7154195,Normal
1,1.45,130,61.83115339,Obese
1,1.52,103,44.58102493,Obese
0,1.87,121,34.60207612,Obese
0,1.63,57,21.45357371,Underweight
1,1.78,83,26.19618735,Normal
0,1.87,94,26.8809517,Normal
0,1.79,114,35.57941388,Obese
1,1.9,80,22.16066482,Normal
1,1.72,75,25.35154137,Normal
1,1.88,57,16.12720688,Normal
1,1.93,65,17.45013289,Normal
0,1.47,126,58.3090379,Obese
0,1.47,94,43.50039335,Obese
1,1.66,107,38.83001887,Obese
0,1.92,139,37.70616319,Obese
1,1.81,139,42.4284973,Obese
1,1.5,74,32.88888889,Obese
1,1.78,160,50.49867441,Obese
0,1.56,52,21.36752137,Normal
1,1.49,100,45.04301608,Obese
1,1.56,74,30.40762656,Obese
1,1.83,105,31.35357879,Normal
0,1.62,68,25.91068435,Normal
0,1.65,83,30.48668503,Obese
0,1.68,143,50.66609977,Obese
1,1.6,156,60.9375,Obese
0,1.69,88,30.8112461,Normal
0,1.4,76,38.7755102,Obese
0,1.87,92,26.30901656,Normal
1,1.51,82,35.96333494,Obese
0,1.86,140,40.46710602,Obese
1,1.82,108,32.60475788,Obese
1,1.88,81,22.91760978,Normal
1,1.79,110,34.33101339,Obese
0,1.56,126,51.77514793,Obese
1,1.88,114,32.25441376,Obese
1,1.83,153,45.68664338,Obese
1,1.44,88,42.4382716,Obese
1,1.96,69,17.96126614,Normal
1,1.71,141,48.21996512,Obese
1,1.71,147,50.27187853,Obese
0,1.8,156,48.14814815,Obese
1,1.91,146,40.02083276,Obese
0,1.79,67,20.91070816,Normal
0,1.8,60,18.51851852,Normal
0,1.54,132,55.65862709,Obese
1,1.88,99,28.01041195,Normal
1,1.42,135,66.95100179,Obese
1,1.7,95,32.87197232,Obese
1,1.52,141,61.02839335,Obese
0,1.9,118,32.68698061,Obese
0,1.81,111,33.88174964,Obese
1,1.53,104,44.427357,Obese
1,1.87,140,40.03545998,Obese
0,1.44,66,31.8287037,Obese
0,1.48,54,24.65303141,Normal
0,1.99,92,23.23173657,Normal
0,1.67,85,30.47796622,Obese
0,1.64,71,26.39797739,Normal
0,1.85,102,29.80277575,Normal
0,1.64,160,59.48839976,Obese
1,1.42,71,35.21126761,Obese
1,1.65,68,24.97704316,Normal
0,1.72,62,20.9572742,Normal
0,1.57,56,22.7189744,Normal
1,1.55,57,23.72528616,Normal
0,1.67,153,54.8603392,Obese
0,1.64,126,46.84711481,Obese
0,1.89,125,34.99342124,Obese
0,1.61,145,55.93919988,Obese
0,1.55,71,29.55254943,Normal
0,1.71,118,40.35429705,Obese
0,1.54,92,38.79237645,Obese
1,1.79,83,25.9043101,Normal
1,1.7,115,39.79238754,Obese
0,1.84,106,31.30907372,Obese
0,1.91,68,18.63983992,Normal
1,1.62,58,22.10028959,Normal
1,1.78,138,43.55510668,Obese
0,1.57,60,24.34175829,Normal
1,1.84,83,24.51559546,Normal
1,1.97,88,22.67515267,Normal
0,1.6,51,19.921875,Normal
1,1.84,153,45.19139887,Obese
1,1.9,50,13.85041551,Underweight
1,1.74,90,29.72651605,Normal
0,1.89,124,34.71347387,Obese
0,1.86,143,41.3342583,Obese
0,1.8,58,17.90123457,Normal
0,1.86,148,42.77951208,Obese
0,1.93,61,16.37627856,Normal
1,1.61,103,39.73612129,Obese
0,1.51,158,69.29520635,Obese
0,1.95,147,38.65877712,Obese
0,1.84,152,44.89603025,Obese
1,1.41,80,40.23942458,Obese
0,1.85,94,27.46530314,Normal
0,1.86,127,36.70944618,Obese
1,1.42,131,64.9672684,Obese
0,1.47,67,31.00559952,Obese
1,1.51,62,27.19178983,Normal
0,1.6,124,48.4375,Obese
1,1.85,60,17.53104456,Normal
0,1.63,63,23.71184463,Normal
1,1.74,95,31.37798917,Obese
0,1.5,144,64,Obese
1,1.42,91,45.12993454,Obese
1,1.78,142,44.81757354,Obese
0,1.54,96,40.47900152,Obese
1,1.76,87,28.08626033,Normal
1,1.59,120,47.4664768,Obese
1,1.91,62,16.99514816,Normal
1,1.77,117,37.34559035,Obese
1,1.51,154,67.54089733,Obese
0,1.82,149,44.98249004,Obese
0,1.97,72,18.55239764,Normal
1,1.46,138,64.74010133,Obese
0,1.6,83,32.421875,Obese
0,1.57,66,26.77593411,Normal
0,1.5,50,22.22222222,Normal
0,1.67,58,20.79672989,Normal
0,1.8,70,21.60493827,Normal
0,1.83,76,22.69401893,Normal
0,1.83,87,25.97867957,Normal
0,1.52,154,66.65512465,Obese
0,1.64,71,26.39797739,Normal
1,1.87,96,27.45288684,Normal
1,1.69,136,47.61738034,Obese
0,1.49,61,27.47623981,Normal
1,1.63,137,51.56385261,Obese
0,1.95,104,27.35042735,Normal
1,1.74,107,35.34152464,Obese
1,1.82,70,21.13271344,Normal
1,1.69,110,38.51405763,Obese
1,1.93,130,34.90026578,Obese
1,1.48,141,64.37180424,Obese
1,1.86,68,19.6554515,Normal
1,1.65,143,52.52525253,Obese
0,1.46,123,57.7031338,Obese
0,1.66,133,48.26535056,Obese
1,1.79,56,17.47760682,Normal
0,1.77,101,32.23850107,Obese
1,1.81,154,47.00711212,Obese
0,1.61,154,59.41128814,Obese
0,1.57,103,41.78668506,Obese
0,1.69,98,34.31252407,Obese
0,1.52,114,49.34210526,Obese
0,1.62,64,24.38652644,Normal
1,1.62,130,49.53513184,Obese
0,1.77,61,19.47077787,Normal
0,1.95,61,16.04207758,Normal
1,1.4,146,74.48979592,Obese
0,1.86,146,42.20141057,Obese
0,1.78,107,33.77098851,Obese
1,1.74,54,17.83590963,Normal
0,1.8,59,18.20987654,Normal
1,1.88,141,39.89361702,Obese
0,1.87,130,37.17578427,Obese
0,1.53,77,32.89333162,Obese
0,1.65,95,34.89439853,Obese
0,1.78,79,24.93372049,Normal
0,1.63,154,57.96228688,Obese
0,1.5,97,43.11111111,Obese
1,1.79,127,39.63671546,Obese
1,1.65,62,22.77318641,Normal
1,1.68,158,55.98072562,Obese
0,1.53,133,56.81575462,Obese
1,1.84,157,46.37287335,Obese
1,1.88,65,18.39067451,Normal
0,1.66,153,55.52329801,Obese
0,1.72,116,39.21038399,Obese
1,1.82,73,22.03840116,Normal
1,1.43,149,72.86419874,Obese
1,1.52,146,63.19252078,Obese
0,1.86,128,36.99849694,Obese
1,1.59,140,55.37755627,Obese
1,1.46,70,32.83918184,Obese
0,1.76,121,39.0625,Obese
0,1.46,101,47.38224808,Obese
1,1.59,145,57.35532613,Obese
1,1.62,157,59.82319768,Obese
0,1.72,90,30.42184965,Obese
0,1.69,121,42.36546339,Obese
1,1.82,50,15.09479531,Underweight
0,1.83,79,23.58983547,Normal
1,1.76,77,24.85795455,Normal
0,1.88,128,36.21548212,Obese
0,1.75,83,27.10204082,Normal
1,1.54,81,34.15415753,Obese
0,1.84,147,43.41918715,Obese
1,1.47,142,65.71336017,Obese
1,1.54,112,47.22550177,Obese
0,1.78,65,20.51508648,Normal
1,1.95,153,40.23668639,Obese
0,1.67,79,28.32658037,Normal
1,1.83,131,39.11732211,Obese
0,1.64,142,52.79595479,Obese
1,1.67,64,22.94811574,Normal
0,1.51,55,24.12174905,Normal
0,1.47,107,49.5164052,Obese
0,1.55,115,47.86680541,Obese
0,1.72,108,36.50621958,Obese
0,1.42,86,42.6502678,Obese
1,1.46,85,39.87614937,Obese
0,1.88,115,32.53734722,Obese
1,1.73,111,37.0877744,Obese
0,1.6,109,42.578125,Obese
1,1.87,80,22.8774057,Normal
1,1.98,136,34.69033772,Obese
0,1.79,150,46.81501826,Obese
0,1.64,59,21.93634741,Normal
0,1.46,147,68.96228185,Obese
0,1.98,50,12.75380063,Underweight
0,1.7,53,18.33910035,Normal
1,1.52,98,42.41689751,Obese
0,1.5,153,68,Obese
0,1.84,121,35.73960302,Obese
0,1.41,136,68.40702178,Obese
1,1.5,95,42.22222222,Obese
1,1.73,131,43.77025627,Obese
1,1.79,123,38.38831497,Obese
1,1.52,132,57.13296399,Obese
1,1.79,56,17.47760682,Normal
0,1.45,141,67.06302021,Obese
0,1.81,80,24.41927902,Normal
1,1.58,127,50.87325749,Obese
0,1.88,99,28.01041195,Normal
1,1.45,142,67.53864447,Obese
1,1.61,115,44.36557232,Obese
1,1.98,109,27.80328538,Normal
